Specific_ID,Card Type,Card_Name,Set_Name,Generation,Release_Date,Artist,Types,Supertype,Price £
025 Of 111,Reverse Holo,Nosepass,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Fighting'],Pokemon,2.79
025 Of 111,Standard,Nosepass,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Fighting'],Pokemon,1.25
027 Of 111,Reverse Holo,Regice,Holon Phantoms,Third,5/1/2006,Ken Sugimori,['Water'],Pokemon,5.25
027 Of 111,Standard,Regice,Holon Phantoms,Third,5/1/2006,Ken Sugimori,['Water'],Pokemon,1.85
028 Of 111,Reverse Holo,Regirock,Holon Phantoms,Third,5/1/2006,Ken Sugimori,['Fighting'],Pokemon,5.25
028 Of 111,Standard,Regirock,Holon Phantoms,Third,5/1/2006,Ken Sugimori,['Fighting'],Pokemon,1.85
029 Of 111,Reverse Holo,Registeel,Holon Phantoms,Third,5/1/2006,Ken Sugimori,['Metal'],Pokemon,5.25
029 Of 111,Standard,Registeel,Holon Phantoms,Third,5/1/2006,Ken Sugimori,['Metal'],Pokemon,1.85
030 Of 111,Reverse Holo,Relicanth,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Water'],Pokemon,2.79
030 Of 111,Standard,Relicanth,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Water'],Pokemon,1.25
031 Of 111,Reverse Holo,Sableye,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Darkness'],Pokemon,3.79
031 Of 111,Standard,Sableye,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Darkness'],Pokemon,1.25
032 Of 111,Reverse Holo,Seviper,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Grass'],Pokemon,3.79
032 Of 111,Standard,Seviper,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Grass'],Pokemon,1.25
033 Of 111,Reverse Holo,Torkoal,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Fire'],Pokemon,3.79
033 Of 111,Standard,Torkoal,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Fire'],Pokemon,1.25
034 Of 111,Reverse Holo,Zangoose,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Colorless'],Pokemon,3.49
034 Of 111,Standard,Zangoose,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Colorless'],Pokemon,1.25
036 Of 111,Reverse Holo,Camerupt,Holon Phantoms,Third,5/1/2006,Atsuko Nishida,['Fire'],Pokemon,1.85
036 Of 111,Standard,Camerupt,Holon Phantoms,Third,5/1/2006,Atsuko Nishida,['Fire'],Pokemon,0.49
038 Of 111,Reverse Holo,Claydol,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Psychic'],Pokemon,1.65
038 Of 111,Standard,Claydol,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Psychic'],Pokemon,0.49
039 Of 111,Reverse Holo,Combusken,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Fire'],Pokemon,3.29
039 Of 111,Standard,Combusken,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Fire'],Pokemon,0.49
040 Of 111,Reverse Holo,Donphan,Holon Phantoms,Third,5/1/2006,Hisao Nakamura,['Fighting'],Pokemon,1.75
040 Of 111,Standard,Donphan,Holon Phantoms,Third,5/1/2006,Hisao Nakamura,['Fighting'],Pokemon,0.49
044 Of 111,Reverse Holo,Holon'S Castform,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Colorless'],Pokemon,11.99
044 Of 111,Standard,Holon'S Castform,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Colorless'],Pokemon,2.29
045 Of 111,Reverse Holo,Lairon,Holon Phantoms,Third,5/1/2006,Masakazu Fukuda,['Metal'],Pokemon,1.65
045 Of 111,Standard,Lairon,Holon Phantoms,Third,5/1/2006,Masakazu Fukuda,['Metal'],Pokemon,0.49
046 Of 111,Reverse Holo,Manectric,Holon Phantoms,Third,5/1/2006,Midori Harada,['Lightning'],Pokemon,1.85
046 Of 111,Standard,Manectric,Holon Phantoms,Third,5/1/2006,Midori Harada,['Lightning'],Pokemon,0.49
047 Of 111,Reverse Holo,Masquerain,Holon Phantoms,Third,5/1/2006,Atsuko Nishida,['Grass'],Pokemon,1.65
047 Of 111,Standard,Masquerain,Holon Phantoms,Third,5/1/2006,Atsuko Nishida,['Grass'],Pokemon,0.49
051 Of 111,Reverse Holo,Raichu,Holon Phantoms,Third,5/1/2006,Kouki Saitou,['Lightning'],Pokemon,5.75
051 Of 111,Standard,Raichu,Holon Phantoms,Third,5/1/2006,Kouki Saitou,['Lightning'],Pokemon,1.35
055 Of 111,Reverse Holo,Whiscash,Holon Phantoms,Third,5/1/2006,Midori Harada,['Fighting'],Pokemon,1.65
055 Of 111,Standard,Whiscash,Holon Phantoms,Third,5/1/2006,Midori Harada,['Fighting'],Pokemon,0.49
056 Of 111,Reverse Holo,Wobbuffet,Holon Phantoms,Third,5/1/2006,Katsura Tabata,['Psychic'],Pokemon,3.79
056 Of 111,Standard,Wobbuffet,Holon Phantoms,Third,5/1/2006,Katsura Tabata,['Psychic'],Pokemon,0.49
058 Of 111,Reverse Holo,Aron,Holon Phantoms,Third,5/1/2006,Masakazu Fukuda,['Metal'],Pokemon,1.45
058 Of 111,Standard,Aron,Holon Phantoms,Third,5/1/2006,Masakazu Fukuda,['Metal'],Pokemon,0.35
059 Of 111,Reverse Holo,Baltoy,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Psychic'],Pokemon,1.45
059 Of 111,Standard,Baltoy,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Psychic'],Pokemon,0.35
060 Of 111,Reverse Holo,Barboach,Holon Phantoms,Third,5/1/2006,Midori Harada,['Fighting'],Pokemon,1.45
060 Of 111,Standard,Barboach,Holon Phantoms,Third,5/1/2006,Midori Harada,['Fighting'],Pokemon,0.35
062 Of 111,Reverse Holo,Corphish,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Water'],Pokemon,1.45
062 Of 111,Standard,Corphish,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Water'],Pokemon,0.35
063 Of 111,Reverse Holo,Corphish,Holon Phantoms,Third,5/1/2006,Midori Harada,['Water'],Pokemon,1.45
063 Of 111,Standard,Corphish,Holon Phantoms,Third,5/1/2006,Midori Harada,['Water'],Pokemon,0.35
064 Of 111,Reverse Holo,Electrike,Holon Phantoms,Third,5/1/2006,Midori Harada,['Lightning'],Pokemon,1.45
064 Of 111,Standard,Electrike,Holon Phantoms,Third,5/1/2006,Midori Harada,['Lightning'],Pokemon,0.35
072 Of 111,Reverse Holo,Numel,Holon Phantoms,Third,5/1/2006,Atsuko Nishida,['Fire'],Pokemon,1.45
072 Of 111,Standard,Numel,Holon Phantoms,Third,5/1/2006,Atsuko Nishida,['Fire'],Pokemon,0.35
075 Of 111,Reverse Holo,Phanpy,Holon Phantoms,Third,5/1/2006,Hisao Nakamura,['Fighting'],Pokemon,1.45
075 Of 111,Standard,Phanpy,Holon Phantoms,Third,5/1/2006,Hisao Nakamura,['Fighting'],Pokemon,0.35
078 Of 111,Reverse Holo,Pikachu,Holon Phantoms,Third,5/1/2006,Kouki Saitou,['Lightning'],Pokemon,5.75
078 Of 111,Standard,Pikachu,Holon Phantoms,Third,5/1/2006,Kouki Saitou,['Lightning'],Pokemon,1.25
080 Of 111,Reverse Holo,Poochyena,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Darkness'],Pokemon,1.45
080 Of 111,Standard,Poochyena,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,['Darkness'],Pokemon,0.35
082 Of 111,Reverse Holo,Surskit,Holon Phantoms,Third,5/1/2006,Atsuko Nishida,['Grass'],Pokemon,1.45
082 Of 111,Standard,Surskit,Holon Phantoms,Third,5/1/2006,Atsuko Nishida,['Grass'],Pokemon,0.35
083 Of 111,Reverse Holo,Torchic,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Fire'],Pokemon,1.75
083 Of 111,Standard,Torchic,Holon Phantoms,Third,5/1/2006,Kagemaru Himeno,['Fire'],Pokemon,0.35
085 Of 111,Reverse Holo,Holon Adventurer,Holon Phantoms,Third,5/1/2006,Kouki Saitou,,Trainer,4.29
085 Of 111,Standard,Holon Adventurer,Holon Phantoms,Third,5/1/2006,Kouki Saitou,,Trainer,0.69
086 Of 111,Reverse Holo,Holon Fossil,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,,Trainer,3.79
086 Of 111,Standard,Holon Fossil,Holon Phantoms,Third,5/1/2006,Mitsuhiro Arita,,Trainer,0.69
087 Of 111,Reverse Holo,Holon Lake,Holon Phantoms,Third,5/1/2006,Ryo Ueda,,Trainer,3.29
087 Of 111,Standard,Holon Lake,Holon Phantoms,Third,5/1/2006,Ryo Ueda,,Trainer,0.59
088 Of 111,Reverse Holo,Mr. Stone'S Project,Holon Phantoms,Third,5/1/2006,Ken Sugimori,,Trainer,2.29
088 Of 111,Standard,Mr. Stone'S Project,Holon Phantoms,Third,5/1/2006,Ken Sugimori,,Trainer,0.89
089 Of 111,Reverse Holo,Professor Cozmo'S Discovery,Holon Phantoms,Third,5/1/2006,Ken Sugimori,,Trainer,3.29
089 Of 111,Standard,Professor Cozmo'S Discovery,Holon Phantoms,Third,5/1/2006,Ken Sugimori,,Trainer,0.69
090 Of 111,Reverse Holo,Rare Candy,Holon Phantoms,Third,5/1/2006,Ryo Ueda,,Trainer,14.45
090 Of 111,Standard,Rare Candy,Holon Phantoms,Third,5/1/2006,Ryo Ueda,,Trainer,3.79
091 Of 111,Reverse Holo,Claw Fossil,Holon Phantoms,Third,5/1/2006,Ryo Ueda,,Trainer,1.35
091 Of 111,Standard,Claw Fossil,Holon Phantoms,Third,5/1/2006,Ryo Ueda,,Trainer,0.29
092 Of 111,Reverse Holo,Mysterious Fossil,Holon Phantoms,Third,5/1/2006,Ryo Ueda,,Trainer,1.85
092 Of 111,Standard,Mysterious Fossil,Holon Phantoms,Third,5/1/2006,Ryo Ueda,,Trainer,0.29
093 Of 111,Reverse Holo,Root Fossil,Holon Phantoms,Third,5/1/2006,Ryo Ueda,,Trainer,1.35
093 Of 111,Standard,Root Fossil,Holon Phantoms,Third,5/1/2006,Ryo Ueda,,Trainer,0.29
094 Of 111,Special,Darkness Energy,Holon Phantoms,Third,5/1/2006,Milky Isobe,,Energy,3.79
094 Of 111,Special,Darkness Energy,Holon Phantoms,Third,5/1/2006,Milky Isobe,,Energy,0.89
095 Of 111,Special,Metal Energy,Holon Phantoms,Third,5/1/2006,Milky Isobe,,Energy,3.79
095 Of 111,Special,Metal Energy,Holon Phantoms,Third,5/1/2006,Milky Isobe,,Energy,0.89
096 Of 111,Reverse Holo,Multi Energy,Holon Phantoms,Third,5/1/2006,Takumi Akabane,,Energy,3.79
096 Of 111,Standard,Multi Energy,Holon Phantoms,Third,5/1/2006,Takumi Akabane,,Energy,1.35
097 Of 111,Reverse Holo,Dark Metal Energy,Holon Phantoms,Third,5/1/2006,Takumi Akabane,,Energy,4.49
097 Of 111,Standard,Dark Metal Energy,Holon Phantoms,Third,5/1/2006,Takumi Akabane,,Energy,1.65
099 Of 111,Standard,Crawdaunt Ex,Holon Phantoms,Third,5/1/2006,Ryo Ueda,['Water'],Pokemon,9.99
100 Of 111,Standard,Mew Ex,Holon Phantoms,Third,5/1/2006,Ryo Ueda,['Psychic'],Pokemon,17.99
101 Of 111,Standard,Mightyena Ex,Holon Phantoms,Third,5/1/2006,Ryo Ueda,['Darkness'],Pokemon,8.75
105 Of 111,Standard,Grass Energy,Holon Phantoms,Third,5/1/2006,,,Energy,4.79
106 Of 111,Standard,Fire Energy,Holon Phantoms,Third,5/1/2006,,,Energy,4.79
107 Of 111,Standard,Water Energy,Holon Phantoms,Third,5/1/2006,,,Energy,4.79
108 Of 111,Standard,Lightning Energy,Holon Phantoms,Third,5/1/2006,,,Energy,4.79
109 Of 111,Standard,Psychic Energy,Holon Phantoms,Third,5/1/2006,,,Energy,4.79
110 Of 111,Standard,Fighting Energy,Holon Phantoms,Third,5/1/2006,,,Energy,4.79
111 Of 111,Standard,Mew,Holon Phantoms,Third,5/1/2006,Ken Sugimori,['Psychic'],Pokemon,9.99
001 Of 100,Reverse Holo,Banette,Crystal Guardians,Third,8/1/2006,Kyoko Umemoto,['Psychic'],Pokemon,3.79
001 Of 100,Standard,Banette,Crystal Guardians,Third,8/1/2006,Kyoko Umemoto,['Psychic'],Pokemon,3.29
003 Of 100,Reverse Holo,Camerupt,Crystal Guardians,Third,8/1/2006,Mitsuhiro Arita,['Fire'],Pokemon,3.79
003 Of 100,Standard,Camerupt,Crystal Guardians,Third,8/1/2006,Mitsuhiro Arita,['Fire'],Pokemon,3.29
005 Of 100,Reverse Holo,Dugtrio,Crystal Guardians,Third,8/1/2006,Tomokazu Komiya,['Fighting'],Pokemon,4.29
005 Of 100,Standard,Dugtrio,Crystal Guardians,Third,8/1/2006,Tomokazu Komiya,['Fighting'],Pokemon,3.29
007 Of 100,Reverse Holo,Luvdisc,Crystal Guardians,Third,8/1/2006,Kyoko Umemoto,['Water'],Pokemon,4.79
007 Of 100,Standard,Luvdisc,Crystal Guardians,Third,8/1/2006,Kyoko Umemoto,['Water'],Pokemon,3.79
008 Of 100,Reverse Holo,Manectric,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Lightning'],Pokemon,4.29
008 Of 100,Standard,Manectric,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Lightning'],Pokemon,3.29
009 Of 100,Reverse Holo,Mawile,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Metal'],Pokemon,4.79
009 Of 100,Standard,Mawile,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Metal'],Pokemon,3.29
009 Of 100,Reverse Holo,Mawile,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Metal'],Pokemon,4.39
009 Of 100,Standard,Mawile,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Metal'],Pokemon,4.29
010 Of 100,Reverse Holo,Sableye,Crystal Guardians,Third,8/1/2006,Yukiko Baba,['Darkness'],Pokemon,5.25
010 Of 100,Standard,Sableye,Crystal Guardians,Third,8/1/2006,Yukiko Baba,['Darkness'],Pokemon,4.79
010 Of 100,Standard,Sableye,Crystal Guardians,Third,8/1/2006,Yukiko Baba,['Darkness'],Pokemon,4.79
010 Of 100,Reverse Holo,Sableye,Crystal Guardians,Third,8/1/2006,Yukiko Baba,['Darkness'],Pokemon,4.79
011 Of 100,Reverse Holo,Swalot,Crystal Guardians,Third,8/1/2006,Mitsuhiro Arita,['Grass'],Pokemon,4.29
011 Of 100,Standard,Swalot,Crystal Guardians,Third,8/1/2006,Mitsuhiro Arita,['Grass'],Pokemon,3.29
012 Of 100,Reverse Holo,Tauros,Crystal Guardians,Third,8/1/2006,Hajime Kusajima,['Colorless'],Pokemon,4.29
012 Of 100,Standard,Tauros,Crystal Guardians,Third,8/1/2006,Hajime Kusajima,['Colorless'],Pokemon,3.29
013 Of 100,Reverse Holo,Wigglytuff,Crystal Guardians,Third,8/1/2006,Mitsuhiro Arita,['Colorless'],Pokemon,4.79
013 Of 100,Standard,Wigglytuff,Crystal Guardians,Third,8/1/2006,Mitsuhiro Arita,['Colorless'],Pokemon,3.79
014 Of 100,Reverse Holo,Blastoise,Crystal Guardians,Third,8/1/2006,Kouki Saitou,['Water'],Pokemon,7.75
014 Of 100,Standard,Blastoise,Crystal Guardians,Third,8/1/2006,Kouki Saitou,['Water'],Pokemon,3.29
016 Of 100,Reverse Holo,Combusken,Crystal Guardians,Third,8/1/2006,Suwama Chiaki,['Fighting'],Pokemon,4.29
016 Of 100,Standard,Combusken,Crystal Guardians,Third,8/1/2006,Suwama Chiaki,['Fighting'],Pokemon,1.35
017 Of 100,Reverse Holo,Dusclops,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Psychic'],Pokemon,3.79
017 Of 100,Standard,Dusclops,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Psychic'],Pokemon,1.35
020 Of 100,Reverse Holo,Grumpig,Crystal Guardians,Third,8/1/2006,Mitsuhiro Arita,['Psychic'],Pokemon,3.79
020 Of 100,Standard,Grumpig,Crystal Guardians,Third,8/1/2006,Mitsuhiro Arita,['Psychic'],Pokemon,2.29
021 Of 100,Reverse Holo,Igglybuff,Crystal Guardians,Third,8/1/2006,Miki Tanaka,['Colorless'],Pokemon,4.29
021 Of 100,Standard,Igglybuff,Crystal Guardians,Third,8/1/2006,Miki Tanaka,['Colorless'],Pokemon,1.35
023 Of 100,Reverse Holo,Loudred,Crystal Guardians,Third,8/1/2006,Midori Harada,['Colorless'],Pokemon,2.79
023 Of 100,Standard,Loudred,Crystal Guardians,Third,8/1/2006,Midori Harada,['Colorless'],Pokemon,1.85
024 Of 100,Reverse Holo,Marshtomp,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Water'],Pokemon,3.79
024 Of 100,Standard,Marshtomp,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Water'],Pokemon,1.35
025 Of 100,Reverse Holo,Medicham,Crystal Guardians,Third,8/1/2006,Midori Harada,['Fighting'],Pokemon,3.29
025 Of 100,Standard,Medicham,Crystal Guardians,Third,8/1/2006,Midori Harada,['Fighting'],Pokemon,1.35
027 Of 100,Reverse Holo,Swampert,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Fighting'],Pokemon,5.25
027 Of 100,Standard,Swampert,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Fighting'],Pokemon,2.29
028 Of 100,Reverse Holo,Venusaur,Crystal Guardians,Third,8/1/2006,Hajime Kusajima,['Grass'],Pokemon,6.79
028 Of 100,Standard,Venusaur,Crystal Guardians,Third,8/1/2006,Hajime Kusajima,['Grass'],Pokemon,3.29
029 Of 100,Reverse Holo,Charmeleon,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Fire'],Pokemon,3.79
029 Of 100,Standard,Charmeleon,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Fire'],Pokemon,0.69
031 Of 100,Reverse Holo,Combusken,Crystal Guardians,Third,8/1/2006,Sachiko Adachi,['Fire'],Pokemon,2.29
031 Of 100,Standard,Combusken,Crystal Guardians,Third,8/1/2006,Sachiko Adachi,['Fire'],Pokemon,0.69
032 Of 100,Reverse Holo,Grovyle,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Grass'],Pokemon,2.29
032 Of 100,Standard,Grovyle,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Grass'],Pokemon,0.69
033 Of 100,Reverse Holo,Gulpin,Crystal Guardians,Third,8/1/2006,Kyoko Umemoto,['Grass'],Pokemon,1.75
033 Of 100,Standard,Gulpin,Crystal Guardians,Third,8/1/2006,Kyoko Umemoto,['Grass'],Pokemon,0.49
034 Of 100,Reverse Holo,Ivysaur,Crystal Guardians,Third,8/1/2006,Sumiyoshi Kizuki,['Grass'],Pokemon,2.79
034 Of 100,Standard,Ivysaur,Crystal Guardians,Third,8/1/2006,Sumiyoshi Kizuki,['Grass'],Pokemon,0.89
035 Of 100,Reverse Holo,Ivysaur,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Grass'],Pokemon,2.79
035 Of 100,Standard,Ivysaur,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Grass'],Pokemon,0.89
036 Of 100,Reverse Holo,Lairon,Crystal Guardians,Third,8/1/2006,Hajime Kusajima,['Metal'],Pokemon,1.75
036 Of 100,Standard,Lairon,Crystal Guardians,Third,8/1/2006,Hajime Kusajima,['Metal'],Pokemon,0.49
037 Of 100,Reverse Holo,Lombre,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Water'],Pokemon,1.75
037 Of 100,Standard,Lombre,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Water'],Pokemon,0.49
038 Of 100,Reverse Holo,Marshtomp,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Fighting'],Pokemon,2.29
038 Of 100,Standard,Marshtomp,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Fighting'],Pokemon,0.69
039 Of 100,Reverse Holo,Nuzleaf,Crystal Guardians,Third,8/1/2006,Tomokazu Komiya,['Darkness'],Pokemon,1.75
039 Of 100,Standard,Nuzleaf,Crystal Guardians,Third,8/1/2006,Tomokazu Komiya,['Darkness'],Pokemon,0.49
040 Of 100,Reverse Holo,Shuppet,Crystal Guardians,Third,8/1/2006,Atsuko Nishida,['Psychic'],Pokemon,1.75
040 Of 100,Standard,Shuppet,Crystal Guardians,Third,8/1/2006,Atsuko Nishida,['Psychic'],Pokemon,0.49
041 Of 100,Reverse Holo,Skitty,Crystal Guardians,Third,8/1/2006,Miki Tanaka,['Colorless'],Pokemon,1.85
041 Of 100,Standard,Skitty,Crystal Guardians,Third,8/1/2006,Miki Tanaka,['Colorless'],Pokemon,0.69
042 Of 100,Reverse Holo,Wartortle,Crystal Guardians,Third,8/1/2006,Kouki Saitou,['Water'],Pokemon,2.79
042 Of 100,Standard,Wartortle,Crystal Guardians,Third,8/1/2006,Kouki Saitou,['Water'],Pokemon,0.89
043 Of 100,Reverse Holo,Wartortle,Crystal Guardians,Third,8/1/2006,Atsuko Nishida,['Water'],Pokemon,2.79
043 Of 100,Standard,Wartortle,Crystal Guardians,Third,8/1/2006,Atsuko Nishida,['Water'],Pokemon,0.89
044 Of 100,Reverse Holo,Aron,Crystal Guardians,Third,8/1/2006,Aya Kusube,['Metal'],Pokemon,1.45
044 Of 100,Standard,Aron,Crystal Guardians,Third,8/1/2006,Aya Kusube,['Metal'],Pokemon,0.35
045 Of 100,Reverse Holo,Bulbasaur,Crystal Guardians,Third,8/1/2006,Sumiyoshi Kizuki,['Grass'],Pokemon,2.29
045 Of 100,Standard,Bulbasaur,Crystal Guardians,Third,8/1/2006,Sumiyoshi Kizuki,['Grass'],Pokemon,0.69
046 Of 100,Reverse Holo,Bulbasaur,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Grass'],Pokemon,2.29
046 Of 100,Standard,Bulbasaur,Crystal Guardians,Third,8/1/2006,Kagemaru Himeno,['Grass'],Pokemon,0.69
047 Of 100,Reverse Holo,Cacnea,Crystal Guardians,Third,8/1/2006,Tomokazu Komiya,['Grass'],Pokemon,1.45
047 Of 100,Standard,Cacnea,Crystal Guardians,Third,8/1/2006,Tomokazu Komiya,['Grass'],Pokemon,0.35
048 Of 100,Reverse Holo,Charmander,Crystal Guardians,Third,8/1/2006,Atsuko Nishida,['Fire'],Pokemon,3.29
048 Of 100,Standard,Charmander,Crystal Guardians,Third,8/1/2006,Atsuko Nishida,['Fire'],Pokemon,0.69
050 Of 100,Reverse Holo,Diglett,Crystal Guardians,Third,8/1/2006,Kyoko Umemoto,['Fighting'],Pokemon,1.45
050 Of 100,Standard,Diglett,Crystal Guardians,Third,8/1/2006,Kyoko Umemoto,['Fighting'],Pokemon,0.35
051 Of 100,Reverse Holo,Duskull,Crystal Guardians,Third,8/1/2006,Yukiko Baba,['Psychic'],Pokemon,1.45
051 Of 100,Standard,Duskull,Crystal Guardians,Third,8/1/2006,Yukiko Baba,['Psychic'],Pokemon,0.35
052 Of 100,Reverse Holo,Electrike,Crystal Guardians,Third,8/1/2006,Atsuko Nishida,['Lightning'],Pokemon,1.45
052 Of 100,Standard,Electrike,Crystal Guardians,Third,8/1/2006,Atsuko Nishida,['Lightning'],Pokemon,0.35
053 Of 100,Reverse Holo,Jigglypuff,Crystal Guardians,Third,8/1/2006,Midori Harada,['Colorless'],Pokemon,2.79
053 Of 100,Standard,Jigglypuff,Crystal Guardians,Third,8/1/2006,Midori Harada,['Colorless'],Pokemon,0.35
054 Of 100,Reverse Holo,Krabby,Crystal Guardians,Third,8/1/2006,Tomokazu Komiya,['Water'],Pokemon,1.45
054 Of 100,Standard,Krabby,Crystal Guardians,Third,8/1/2006,Tomokazu Komiya,['Water'],Pokemon,0.35
055 Of 100,Reverse Holo,Lotad,Crystal Guardians,Third,8/1/2006,Aya Kusube,['Water'],Pokemon,1.45
055 Of 100,Standard,Lotad,Crystal Guardians,Third,8/1/2006,Aya Kusube,['Water'],Pokemon,0.35
056 Of 100,Reverse Holo,Meditite,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Fighting'],Pokemon,1.45
056 Of 100,Standard,Meditite,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Fighting'],Pokemon,0.35
057 Of 100,Reverse Holo,Mudkip,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Water'],Pokemon,2.15
057 Of 100,Standard,Mudkip,Crystal Guardians,Third,8/1/2006,Hisao Nakamura,['Water'],Pokemon,0.49
058 Of 100,Reverse Holo,Mudkip,Crystal Guardians,Third,8/1/2006,Hajime Kusajima,['Water'],Pokemon,2.15
058 Of 100,Standard,Mudkip,Crystal Guardians,Third,8/1/2006,Hajime Kusajima,['Water'],Pokemon,0.49
059 Of 100,Reverse Holo,Numel,Crystal Guardians,Third,8/1/2006,Miki Tanaka,['Fire'],Pokemon,1.45
059 Of 100,Standard,Numel,Crystal Guardians,Third,8/1/2006,Miki Tanaka,['Fire'],Pokemon,0.35
060 Of 100,Reverse Holo,Seedot,Crystal Guardians,Third,8/1/2006,Yukiko Baba,['Grass'],Pokemon,1.45
060 Of 100,Standard,Seedot,Crystal Guardians,Third,8/1/2006,Yukiko Baba,['Grass'],Pokemon,0.35
061 Of 100,Reverse Holo,Spearow,Crystal Guardians,Third,8/1/2006,Midori Harada,['Colorless'],Pokemon,1.45
061 Of 100,Standard,Spearow,Crystal Guardians,Third,8/1/2006,Midori Harada,['Colorless'],Pokemon,0.35
062 Of 100,Reverse Holo,Spoink,Crystal Guardians,Third,8/1/2006,Sumiyoshi Kizuki,['Psychic'],Pokemon,1.45
062 Of 100,Standard,Spoink,Crystal Guardians,Third,8/1/2006,Sumiyoshi Kizuki,['Psychic'],Pokemon,0.35
063 Of 100,Reverse Holo,Squirtle,Crystal Guardians,Third,8/1/2006,Kouki Saitou,['Water'],Pokemon,2.29
063 Of 100,Standard,Squirtle,Crystal Guardians,Third,8/1/2006,Kouki Saitou,['Water'],Pokemon,0.69
064 Of 100,Reverse Holo,Squirtle,Crystal Guardians,Third,8/1/2006,Hajime Kusajima,['Water'],Pokemon,2.29
064 Of 100,Standard,Squirtle,Crystal Guardians,Third,8/1/2006,Hajime Kusajima,['Water'],Pokemon,0.69
065 Of 100,Reverse Holo,Torchic,Crystal Guardians,Third,8/1/2006,Sachiko Adachi,['Fire'],Pokemon,2.15
065 Of 100,Standard,Torchic,Crystal Guardians,Third,8/1/2006,Sachiko Adachi,['Fire'],Pokemon,0.59
066 Of 100,Reverse Holo,Torchic,Crystal Guardians,Third,8/1/2006,Sumiyoshi Kizuki,['Fire'],Pokemon,2.15
066 Of 100,Standard,Torchic,Crystal Guardians,Third,8/1/2006,Sumiyoshi Kizuki,['Fire'],Pokemon,0.59
067 Of 100,Reverse Holo,Treecko,Crystal Guardians,Third,8/1/2006,Sachiko Adachi,['Grass'],Pokemon,2.15
067 Of 100,Standard,Treecko,Crystal Guardians,Third,8/1/2006,Sachiko Adachi,['Grass'],Pokemon,0.59
069 Of 100,Reverse Holo,Whismur,Crystal Guardians,Third,8/1/2006,Atsuko Nishida,['Colorless'],Pokemon,1.45
069 Of 100,Standard,Whismur,Crystal Guardians,Third,8/1/2006,Atsuko Nishida,['Colorless'],Pokemon,0.35
070 Of 100,Reverse Holo,Wingull,Crystal Guardians,Third,8/1/2006,Midori Harada,['Water'],Pokemon,1.45
